"Title","Genre","Year","Rating","Duration","Director","Status","Language","Description"
"Magic Mike","Comedy","2012","6.1","110","Steven Soderbergh","Currently Watching","","A male stripper teaches a younger performer how to party, pick up women, and make easy money."
"Minions","Action","2015","6.4","91","Kyle Balda","Watchlist","","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world."
"The Black Room","Horror","2016","3.9","91","Rolfe Kanefsky","Watched","","PAUL and JENNIFER HEMDALE have just moved into their dream house. But their happy marriage is about to be put to the test as they slowly discover the secret behind the black room in the ... See full summary »"
"Bronson","Action","2008","7.1","92","Nicolas Winding Refn","Watched","","A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson."
"Despicable Me","Comedy","2010","7.7","95","Pierre Coffin","Watched","","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
"The Best of Me","Drama","2014","6.7","118","Michael Hoffman","Currently Watching","","A pair of former high school sweethearts reunite after many years when they return to visit their small hometown."
"The Invitation","Drama","2015","6.7","100","Karyn Kusama","Watched","","While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests."
"Zero Dark Thirty","Drama","2012","7.4","157","Kathryn Bigelow","Watched","","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011."
"Tangled","Comedy","2010","7.8","100","Nathan Greno","Watchlist","","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
"The Hunger Games: Mockingjay - Part 2","Action","2015","6.6","137","Francis Lawrence","Watchlist","","As the war of Panem escalates to the destruction of other districts, Katniss Everdeen, the reluctant leader of the rebellion, must bring together an army against President Snow, while all she holds dear hangs in the balance."
"Vacation","Comedy","2015","6.1","99","John Francis Daley","Watched","","Rusty Griswold takes his own family on a road trip to 'Walley World' in order to spice things up with his wife and reconnect with his sons."
"Taken","Action","2008","7.8","93","Pierre Morel","Watched","","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."
"Pitch Perfect 2","Comedy","2015","6.5","115","Elizabeth Banks","Watched","","After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform."
"Monsters University","Comedy","2013","7.3","104","Dan Scanlon","Watchlist","","A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends."
"Elle","Drama","2016","7.2","130","Paul Verhoeven","Watched","","A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her."
"Mechanic: Resurrection","Action","2016","5.6","98","Dennis Gansel","Watched","","Arthur Bishop thought he had put his murderous past behind him, until his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best: make them look like accidents."
"Tusk","Comedy","2014","5.4","102","Kevin Smith","Watched","","When podcaster Wallace Bryton goes missing in the backwoods of Manitoba while interviewing a mysterious seafarer named Howard Howe, his best friend Teddy and girlfriend Allison team with an ex-cop to look for him."
"The Headhunter's Calling","Drama","2016","6.9","108","Mark Williams","Watched","","A headhunter whose life revolves around closing deals in a a survival-of-the-fittest boiler room, battles his top rival for control of their job placement company -- his dream of owning the company clashing with the needs of his family."
"Atonement","Drama","2007","7.8","123","Joe Wright","Watched","","Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit."
"Harry Potter and the Deathly Hallows: Part 1","Fantasy","2010","7.7","146","David Yates","Watched","","As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows."
"Shame","Drama","2011","7.2","101","Steve McQueen","Watchlist","","A man's carefully cultivated private life is disrupted when his sister arrives for an indefinite stay."
"Hanna","Action","2011","6.8","111","Joe Wright","Currently Watching","","A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives."
"The Babysitters","Drama","2007","5.7","88","David Ross","Watched","","A teenager turns her babysitting service into a call-girl service for married guys after fooling around with one of her customers."
"Pride and Prejudice and Zombies","Action","2016","5.8","108","Burr Steers","Watchlist","","Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies."
"300: Rise of an Empire","Action","2014","6.2","102","Noam Murro","Watchlist","","Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy."
"London Has Fallen","Action","2016","5.9","99","Babak Najafi","Watchlist","","In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders."
"The Curious Case of Benjamin Button","Drama","2008","7.8","166","David Fincher","Watched","","Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences."
"Sin City: A Dame to Kill For","Action","2014","6.5","102","Frank Miller","Watched","","Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants."
"The Bourne Ultimatum","Action","2007","8.1","115","Paul Greengrass","Watchlist","","Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer."
"Srpski film","Horror","2010","5.2","104","Srdjan Spasojevic","Watched","","An aging porn star agrees to participate in an 'art film' in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film."
"The Purge: Election Year","Action","2016","6.0","109","James DeMonaco","Watched","","Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge."
"3 Idiots","Comedy","2009","8.4","170","Rajkumar Hirani","Watched","","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them 'idiots'."
"Zoolander 2","Comedy","2016","4.7","102","Ben Stiller","Watched","","Derek and Hansel are lured into modeling again, in Rome, where they find themselves the target of a sinister conspiracy."
